Station,Date/Time  ,DATE,TIME,Temp ,SpCond ,DO Conc ,pH
G381,7/13/2012 22:01,7/13/2012,10:01,30.33,0.733,9.41,9.16
G381,7/13/2012 22:16,7/13/2012,10:16,30.24,0.733,9,9.12
G381,7/13/2012 22:31,7/13/2012,10:31,30.09,0.734,8.59,9.09
G381,7/13/2012 22:46,7/13/2012,10:46,30,0.734,8.35,9.07
G381,7/13/2012 23:01,7/13/2012,11:01,29.91,0.734,7.98,9.04
G381,7/13/2012 23:16,7/13/2012,11:16,29.8,0.735,7.64,9.02
G381,7/13/2012 23:31,7/13/2012,11:31,29.69,0.735,7.32,8.99
G381,7/13/2012 23:46,7/13/2012,11:46,29.59,0.735,6.92,8.85
G381,7/14/2012 0:01,7/14/2012,12:01,29.47,0.736,6.62,8.92
G381,7/14/2012 0:16,7/14/2012,12:16,29.34,0.736,6.29,8.9
G381,7/14/2012 0:31,7/14/2012,12:31,29.22,0.736,5.9,8.86
G381,7/14/2012 0:46,7/14/2012,12:46,29.09,0.736,5.48,8.82
G381,7/14/2012 1:01,7/14/2012,1:01,29.01,0.737,5.16,8.79
G381,7/14/2012 1:16,7/14/2012,1:16,28.89,0.738,4.76,8.75
G381,7/14/2012 1:31,7/14/2012,1:31,28.82,0.739,4.43,8.71
G381,7/14/2012 1:46,7/14/2012,1:46,28.72,0.74,4.08,8.68
G381,7/14/2012 2:01,7/14/2012,2:01,28.59,0.741,3.74,8.64
G381,7/14/2012 2:16,7/14/2012,2:16,28.49,0.742,3.45,8.59
G381,7/14/2012 2:31,7/14/2012,2:31,28.44,0.746,3.06,8.54
G381,7/14/2012 2:46,7/14/2012,2:46,28.27,0.749,2.29,8.43
G381,7/14/2012 3:01,7/14/2012,3:01,28.15,0.753,1.83,8.33
G381,7/14/2012 3:16,7/14/2012,3:16,27.97,0.754,1.86,8.24
G381,7/14/2012 3:31,7/14/2012,3:31,27.84,0.755,1.39,8.21
G381,7/14/2012 3:46,7/14/2012,3:46,27.72,0.756,1.06,8.13
G381,7/14/2012 4:01,7/14/2012,4:01,27.57,0.758,0.81,8.08
G381,7/14/2012 4:16,7/14/2012,4:16,27.44,0.76,0.71,8.02
G381,7/14/2012 4:31,7/14/2012,4:31,27.33,0.762,0.63,7.97
G381,7/14/2012 4:46,7/14/2012,4:46,27.24,0.764,0.57,7.95
G381,7/14/2012 5:01,7/14/2012,5:01,27.15,0.766,0.49,7.91
G381,7/14/2012 5:16,7/14/2012,5:16,27.08,0.769,0.45,7.91
G381,7/14/2012 5:31,7/14/2012,5:31,27.02,0.772,0.41,7.89
G381,7/14/2012 5:46,7/14/2012,5:46,26.96,0.776,0.44,7.87
G381,7/14/2012 6:01,7/14/2012,6:01,26.93,0.778,0.4,7.84
G381,7/14/2012 6:16,7/14/2012,6:16,26.86,0.78,0.37,7.85
G381,7/14/2012 6:31,7/14/2012,6:31,26.8,0.739,0.37,7.84
G381,7/14/2012 6:46,7/14/2012,6:46,26.75,0.767,0.34,7.83
G381,7/14/2012 7:01,7/14/2012,7:01,26.7,0.791,0.32,7.81
G381,7/14/2012 7:16,7/14/2012,7:16,26.71,0.779,0.35,7.81
G381,7/14/2012 7:31,7/14/2012,7:31,26.77,0.79,0.54,7.83
G381,7/14/2012 7:46,7/14/2012,7:46,26.81,0.767,0.89,7.85
G381,7/14/2012 8:01,7/14/2012,8:01,26.82,0.761,1.61,7.88
G381,7/14/2012 8:16,7/14/2012,8:16,26.86,0.795,1.34,7.88
G381,7/14/2012 8:31,7/14/2012,8:31,27.02,0.792,1.29,7.92
G381,7/14/2012 8:46,7/14/2012,8:46,27.21,0.789,1.71,7.99
G381,7/14/2012 9:01,7/14/2012,9:01,27.49,0.785,2.62,8.09
G381,7/14/2012 9:16,7/14/2012,9:16,27.75,0.781,4.11,8.19
G381,7/14/2012 9:31,7/14/2012,9:31,27.68,0.78,4,8.23
G381,7/14/2012 9:46,7/14/2012,9:46,27.9,0.751,5.21,8.28
G381,7/14/2012 10:01,7/14/2012,10:01,28.32,0.741,6.46,8.39
G381,7/14/2012 10:16,7/14/2012,10:16,28.69,0.747,7.79,8.46
G381,7/14/2012 10:31,7/14/2012,10:31,28.95,0.743,8.09,8.55
G381,7/14/2012 10:46,7/14/2012,10:46,29.37,0.743,9.47,8.65
G381,7/14/2012 11:01,7/14/2012,11:01,29.38,0.74,11.14,8.69
G381,7/14/2012 11:16,7/14/2012,11:16,29.49,0.744,10.87,8.73
G381,7/14/2012 11:31,7/14/2012,11:31,29.93,0.754,11.62,8.79
G381,7/14/2012 11:46,7/14/2012,11:46,30.37,0.736,12.24,8.83
G381,7/14/2012 12:01,7/14/2012,12:01,30.04,0.73,13.57,8.86
G381,7/14/2012 12:16,7/14/2012,12:16,30.14,0.734,13.27,8.86
G381,7/14/2012 12:31,7/14/2012,12:31,30.61,0.735,13.46,8.9
G381,7/14/2012 12:46,7/14/2012,12:46,31.11,0.736,13.88,8.93
G381,7/14/2012 13:01,7/14/2012,1:01,31.46,0.759,14.65,8.97
G381,7/14/2012 13:16,7/14/2012,1:16,31.97,0.747,14.88,9.02
G381,7/14/2012 13:31,7/14/2012,1:31,32.35,0.742,15.74,9.1
G381,7/14/2012 13:46,7/14/2012,1:46,32.62,0.735,16.24,9.13
G381,7/14/2012 14:01,7/14/2012,2:01,32.83,0.764,16.55,9.16
G381,7/14/2012 14:16,7/14/2012,2:16,32.86,0.763,16.65,9.19
G381,7/14/2012 14:31,7/14/2012,2:31,33.03,0.76,16.69,9.22
G381,7/14/2012 14:46,7/14/2012,2:46,33.2,0.759,16.87,9.27
G381,7/14/2012 15:01,7/14/2012,3:01,33.24,0.758,16.66,9.28
G381,7/14/2012 15:16,7/14/2012,3:16,33.39,0.756,16.52,9.31
G381,7/14/2012 15:31,7/14/2012,3:31,33.31,0.753,16.79,9.36
G381,7/14/2012 15:46,7/14/2012,3:46,33.03,0.751,16.57,9.37
G381,7/14/2012 16:01,7/14/2012,4:01,32.99,0.749,16.4,9.39
G381,7/14/2012 16:16,7/14/2012,4:16,32.98,0.747,16.36,9.42
G381,7/14/2012 16:31,7/14/2012,4:31,32.86,0.746,16.51,9.43
G381,7/14/2012 16:46,7/14/2012,4:46,32.8,0.745,16.55,9.42
G381,7/14/2012 17:01,7/14/2012,5:01,32.91,0.746,16.71,9.43
G381,7/14/2012 17:16,7/14/2012,5:16,32.99,0.748,16.42,9.47
G381,7/14/2012 17:31,7/14/2012,5:31,32.92,0.751,16.46,9.5
G381,7/14/2012 17:46,7/14/2012,5:46,32.84,0.751,16.37,9.51
G381,7/14/2012 18:01,7/14/2012,6:01,32.63,0.751,16.46,9.53
G381,7/14/2012 18:16,7/14/2012,6:16,32.35,0.75,16.35,9.53
G381,7/14/2012 18:31,7/14/2012,6:31,32.14,0.749,16.04,9.53
G381,7/14/2012 18:46,7/14/2012,6:46,31.92,0.747,15.76,9.52
G381,7/14/2012 19:01,7/14/2012,7:01,31.7,0.746,15.61,9.51
G381,7/14/2012 19:16,7/14/2012,7:16,31.45,0.745,15.32,9.49
G381,7/14/2012 19:31,7/14/2012,7:31,31.2,0.743,14.99,9.48
G381,7/14/2012 19:46,7/14/2012,7:46,30.95,0.742,14.52,9.44
G381,7/14/2012 20:01,7/14/2012,8:01,30.73,0.741,14.09,9.39
G381,7/14/2012 20:16,7/14/2012,8:16,30.52,0.74,13.64,9.36
G381,7/14/2012 20:31,7/14/2012,8:31,30.32,0.74,12.88,9.31
G381,7/14/2012 20:46,7/14/2012,8:46,30.19,0.74,12.73,9.27
G381,7/14/2012 21:01,7/14/2012,9:01,29.97,0.74,11.85,9.24
G381,7/14/2012 21:16,7/14/2012,9:16,29.84,0.74,11.4,9.22
G381,7/14/2012 21:31,7/14/2012,9:31,29.73,0.74,11.2,9.19
G381,7/14/2012 21:46,7/14/2012,9:46,29.63,0.74,10.86,9.16
G381,7/14/2012 22:01,7/14/2012,10:01,29.53,0.74,10.36,9.13
G381,7/14/2012 22:16,7/14/2012,10:16,29.45,0.74,9.89,9.11
G381,7/14/2012 22:31,7/14/2012,10:31,29.33,0.741,9.27,9.08
G381,7/14/2012 22:46,7/14/2012,10:46,29.25,0.741,8.74,9.07
G381,7/14/2012 23:01,7/14/2012,11:01,29.21,0.74,8.46,9.03
G381,7/14/2012 23:16,7/14/2012,11:16,29.12,0.741,8.04,9
G381,7/14/2012 23:31,7/14/2012,11:31,29.03,0.741,7.61,8.97
G381,7/14/2012 23:46,7/14/2012,11:46,28.93,0.742,7.12,8.9
G381,7/15/2012 0:01,7/15/2012,12:01,28.85,0.742,6.78,8.8
G381,7/15/2012 0:16,7/15/2012,12:16,28.81,0.742,6.16,8.85
G381,7/15/2012 0:31,7/15/2012,12:31,28.79,0.744,6.17,8.85
G381,7/15/2012 0:46,7/15/2012,12:46,28.63,0.744,5.75,8.82
G381,7/15/2012 1:01,7/15/2012,1:01,28.49,0.745,5.23,8.78
G381,7/15/2012 1:16,7/15/2012,1:16,28.35,0.746,4.64,8.72
G381,7/15/2012 1:31,7/15/2012,1:31,28.2,0.747,3.93,8.64
G381,7/15/2012 1:46,7/15/2012,1:46,28.09,0.748,3.46,8.57
G381,7/15/2012 2:01,7/15/2012,2:01,28.05,0.749,3.3,8.53
G381,7/15/2012 2:16,7/15/2012,2:16,27.98,0.751,2.86,8.51
G381,7/15/2012 2:31,7/15/2012,2:31,27.92,0.751,2.52,8.48
G381,7/15/2012 2:46,7/15/2012,2:46,27.92,0.751,2.38,8.47
G381,7/15/2012 3:01,7/15/2012,3:01,27.83,0.752,2.18,8.45
G381,7/15/2012 3:16,7/15/2012,3:16,27.74,0.753,1.97,8.42
G381,7/15/2012 3:31,7/15/2012,3:31,27.54,0.755,1.68,8.35
G381,7/15/2012 3:46,7/15/2012,3:46,27.47,0.756,1.42,8.3
G381,7/15/2012 4:01,7/15/2012,4:01,27.37,0.758,1.31,8.25
G381,7/15/2012 4:16,7/15/2012,4:16,27.29,0.759,1.15,8.24
G381,7/15/2012 4:31,7/15/2012,4:31,27.24,0.76,1.17,8.21
G381,7/15/2012 4:46,7/15/2012,4:46,27.19,0.762,0.92,8.17
G381,7/15/2012 5:01,7/15/2012,5:01,27.11,0.766,0.69,8.12
G381,7/15/2012 5:16,7/15/2012,5:16,27.09,0.725,0.54,8.07
G381,7/15/2012 5:31,7/15/2012,5:31,27.07,0.748,0.48,8.05
G381,7/15/2012 5:46,7/15/2012,5:46,26.98,0.748,0.49,8.01
G381,7/15/2012 6:01,7/15/2012,6:01,26.92,0.744,0.42,7.97
G381,7/15/2012 6:16,7/15/2012,6:16,26.83,0.784,0.49,7.94
G381,7/15/2012 6:31,7/15/2012,6:31,26.74,0.786,0.44,7.92
G381,7/15/2012 6:46,7/15/2012,6:46,26.64,0.789,0.39,7.9
G381,7/15/2012 7:01,7/15/2012,7:01,26.58,0.791,0.4,7.88
G381,7/15/2012 7:16,7/15/2012,7:16,26.55,0.792,0.42,7.86
G381,7/15/2012 7:31,7/15/2012,7:31,26.51,0.793,0.35,7.86
G381,7/15/2012 7:46,7/15/2012,7:46,26.5,0.793,0.38,7.85
G381,7/15/2012 8:01,7/15/2012,8:01,26.51,0.791,0.39,7.84
G381,7/15/2012 8:16,7/15/2012,8:16,26.52,0.794,0.31,7.85
G381,7/15/2012 8:31,7/15/2012,8:31,26.53,0.792,0.46,7.85
G381,7/15/2012 8:46,7/15/2012,8:46,26.58,0.791,0.71,7.9
G381,7/15/2012 9:01,7/15/2012,9:01,26.65,0.789,1.41,7.93
G381,7/15/2012 9:16,7/15/2012,9:16,26.75,0.787,1.97,7.98
G381,7/15/2012 9:31,7/15/2012,9:31,26.88,0.784,2.58,8.04
G381,7/15/2012 9:46,7/15/2012,9:46,26.98,0.781,3.65,8.09
G381,7/15/2012 10:01,7/15/2012,10:01,27.08,0.779,4.74,8.17
G381,7/15/2012 10:16,7/15/2012,10:16,27.05,0.745,5.77,8.33
G381,7/15/2012 10:31,7/15/2012,10:31,27.01,0.734,6.91,8.34
G381,7/15/2012 10:46,7/15/2012,10:46,26.98,0.767,6.85,8.36
G381,7/15/2012 11:01,7/15/2012,11:01,27.06,0.77,7.48,8.32
G381,7/15/2012 11:16,7/15/2012,11:16,27.3,0.766,7.75,8.41
G381,7/15/2012 11:31,7/15/2012,11:31,27.54,0.762,8.45,8.52
G381,7/15/2012 11:46,7/15/2012,11:46,27.69,0.759,10,8.57
G381,7/15/2012 12:01,7/15/2012,12:01,27.85,0.757,11.13,8.69
G381,7/15/2012 12:16,7/15/2012,12:16,28.1,0.756,11.2,8.76
G381,7/15/2012 12:31,7/15/2012,12:31,28.27,0.756,11.83,8.78
G381,7/15/2012 12:46,7/15/2012,12:46,28.71,0.755,12.24,8.86
G381,7/15/2012 13:01,7/15/2012,1:01,29.43,0.755,12.78,8.91
G381,7/15/2012 13:16,7/15/2012,1:16,29.93,0.755,13.67,8.96
G381,7/15/2012 13:31,7/15/2012,1:31,30.31,0.755,14.13,8.99
G381,7/15/2012 13:46,7/15/2012,1:46,30.76,0.753,14.65,9.05
G381,7/15/2012 14:01,7/15/2012,2:01,30.94,0.753,15.11,9.08
G381,7/15/2012 14:16,7/15/2012,2:16,31.16,0.753,15.69,9.12
G381,7/15/2012 14:31,7/15/2012,2:31,31.47,0.753,16.11,9.15
G381,7/15/2012 14:46,7/15/2012,2:46,31.77,0.753,16.27,9.19
G381,7/15/2012 15:01,7/15/2012,3:01,31.94,0.753,17.05,9.22
G381,7/15/2012 15:16,7/15/2012,3:16,32.18,0.752,17.21,9.27
G381,7/15/2012 15:31,7/15/2012,3:31,32.48,0.754,17.65,9.32
G381,7/15/2012 15:46,7/15/2012,3:46,32.92,0.755,17.65,9.32
G381,7/15/2012 16:01,7/15/2012,4:01,33.12,0.755,17.48,9.33
G381,7/15/2012 16:16,7/15/2012,4:16,32.77,0.755,18.49,9.39
G381,7/15/2012 16:31,7/15/2012,4:31,32.63,0.754,18.34,9.39
G381,7/15/2012 16:46,7/15/2012,4:46,32.34,0.753,18.04,9.4
G381,7/15/2012 17:01,7/15/2012,5:01,31.82,0.751,17.68,9.4
G381,7/15/2012 17:16,7/15/2012,5:16,31.16,0.744,15.97,9.38
G381,7/15/2012 17:31,7/15/2012,5:31,30.89,0.742,15.06,9.37
G381,7/15/2012 17:46,7/15/2012,5:46,30.57,0.736,14.4,9.35
G381,7/15/2012 18:01,7/15/2012,6:01,30.29,0.734,14.16,9.33
G381,7/15/2012 18:16,7/15/2012,6:16,30.05,0.733,13.76,9.31
G381,7/15/2012 18:31,7/15/2012,6:31,29.86,0.732,13.4,9.28
G381,7/15/2012 18:46,7/15/2012,6:46,29.72,0.731,13.26,9.25
G381,7/15/2012 19:01,7/15/2012,7:01,29.67,0.729,13.23,9.22
G381,7/15/2012 19:16,7/15/2012,7:16,29.64,0.728,13.05,9.19
G381,7/15/2012 19:31,7/15/2012,7:31,29.46,0.731,12.77,9.18
G381,7/15/2012 19:46,7/15/2012,7:46,29.35,0.731,12.5,9.15
G381,7/15/2012 20:01,7/15/2012,8:01,29.24,0.73,12.16,9.14
G381,7/15/2012 20:16,7/15/2012,8:16,29.14,0.731,11.77,9.11
G381,7/15/2012 20:31,7/15/2012,8:31,29,0.731,11.37,9.08
G381,7/15/2012 20:46,7/15/2012,8:46,28.98,0.731,11.08,9.05
G381,7/15/2012 21:01,7/15/2012,9:01,28.86,0.732,10.74,9.02
G381,7/15/2012 21:16,7/15/2012,9:16,28.83,0.732,10.49,9
G381,7/15/2012 21:31,7/15/2012,9:31,28.62,0.733,9.98,8.97
G381,7/15/2012 21:46,7/15/2012,9:46,28.56,0.734,9.41,8.92
G381,7/15/2012 22:01,7/15/2012,10:01,28.5,0.735,8.88,8.89
G381,7/15/2012 22:16,7/15/2012,10:16,28.41,0.737,8.38,8.86
G381,7/15/2012 22:31,7/15/2012,10:31,28.33,0.738,7.89,8.82
G381,7/15/2012 22:46,7/15/2012,10:46,28.29,0.739,7.59,8.78
G381,7/15/2012 23:01,7/15/2012,11:01,28.18,0.735,7.12,8.76
G381,7/15/2012 23:16,7/15/2012,11:16,28.05,0.743,6.65,8.61
G381,7/15/2012 23:31,7/15/2012,11:31,27.97,0.744,6.25,8.62
G381,7/15/2012 23:46,7/15/2012,11:46,27.89,0.746,5.82,8.65
G381,7/16/2012 0:01,7/16/2012,12:01,27.8,0.747,5.5,8.64
G381,7/16/2012 0:16,7/16/2012,12:16,27.69,0.747,5.21,8.62
G381,7/16/2012 0:31,7/16/2012,12:31,27.63,0.748,4.89,8.6
G381,7/16/2012 0:46,7/16/2012,12:46,27.53,0.749,4.62,8.34
G381,7/16/2012 1:01,7/16/2012,1:01,27.45,0.75,4.34,8.48
G381,7/16/2012 1:16,7/16/2012,1:16,27.35,0.751,4.03,8.48
G381,7/16/2012 1:31,7/16/2012,1:31,27.25,0.752,3.78,8.45
G381,7/16/2012 1:46,7/16/2012,1:46,27.16,0.754,3.64,8.42
G381,7/16/2012 2:01,7/16/2012,2:01,27.05,0.755,3.35,8.39
G381,7/16/2012 2:16,7/16/2012,2:16,26.99,0.756,3.12,8.35
G381,7/16/2012 2:31,7/16/2012,2:31,26.94,0.757,2.97,8.33
G381,7/16/2012 2:46,7/16/2012,2:46,26.87,0.758,2.84,8.31
G381,7/16/2012 3:01,7/16/2012,3:01,26.84,0.758,2.71,8.29
G381,7/16/2012 3:16,7/16/2012,3:16,26.78,0.759,2.5,8.27
G381,7/16/2012 3:31,7/16/2012,3:31,26.74,0.76,2.3,8.23
G381,7/16/2012 3:46,7/16/2012,3:46,26.69,0.761,2.13,8.21
G381,7/16/2012 4:01,7/16/2012,4:01,26.64,0.762,1.93,8.18
G381,7/16/2012 4:16,7/16/2012,4:16,26.58,0.763,1.82,8.15
G381,7/16/2012 4:31,7/16/2012,4:31,26.57,0.763,1.57,8.13
G381,7/16/2012 4:46,7/16/2012,4:46,26.52,0.765,1.61,8.13
G381,7/16/2012 5:01,7/16/2012,5:01,26.46,0.766,1.49,8.12
G381,7/16/2012 5:16,7/16/2012,5:16,26.4,0.767,1.4,8.11
G381,7/16/2012 5:31,7/16/2012,5:31,26.37,0.768,1.27,8.06
G381,7/16/2012 5:46,7/16/2012,5:46,26.3,0.769,1.21,8.04
G381,7/16/2012 6:01,7/16/2012,6:01,26.27,0.769,1.11,7.98
G381,7/16/2012 6:16,7/16/2012,6:16,26.21,0.77,0.9,7.99
G381,7/16/2012 6:31,7/16/2012,6:31,26.16,0.772,0.73,7.85
G381,7/16/2012 6:46,7/16/2012,6:46,26.13,0.774,0.59,7.73
G381,7/16/2012 7:01,7/16/2012,7:01,26.08,0.776,0.51,7.71
G381,7/16/2012 7:16,7/16/2012,7:16,26.05,0.777,0.6,7.73
G381,7/16/2012 7:31,7/16/2012,7:31,25.99,0.779,0.64,7.72
G381,7/16/2012 7:46,7/16/2012,7:46,25.95,0.781,0.68,7.7
G381,7/16/2012 8:01,7/16/2012,8:01,25.95,0.781,0.82,7.65
G381,7/16/2012 8:16,7/16/2012,8:16,25.97,0.782,1.1,7.65
G381,7/16/2012 8:31,7/16/2012,8:31,26.03,0.784,1.64,7.65
G381,7/16/2012 8:46,7/16/2012,8:46,26.14,0.783,2.65,7.66
G381,7/16/2012 9:01,7/16/2012,9:01,26.2,0.781,3.72,7.73
G381,7/16/2012 9:16,7/16/2012,9:16,26.27,0.78,4.6,7.76
G381,7/16/2012 9:31,7/16/2012,9:31,26.36,0.775,5.9,7.85
G381,7/16/2012 9:46,7/16/2012,9:46,26.52,0.77,7.24,7.96
G381,7/16/2012 10:01,7/16/2012,10:01,26.73,0.766,9.32,8.13
G381,7/16/2012 10:16,7/16/2012,10:16,27.01,0.762,10.33,8.34
G381,7/16/2012 10:31,7/16/2012,10:31,27.39,0.758,11.94,8.52
G381,7/16/2012 10:46,7/16/2012,10:46,27.8,0.755,13.41,8.66
G381,7/16/2012 11:01,7/16/2012,11:01,28.43,0.752,15.19,8.8
G381,7/16/2012 11:16,7/16/2012,11:16,29.08,0.75,16.81,8.9
G381,7/16/2012 11:31,7/16/2012,11:31,29.37,0.748,18.35,8.97
G381,7/16/2012 11:46,7/16/2012,11:46,29.64,0.745,19.44,9.02
G381,7/16/2012 12:01,7/16/2012,12:01,29.97,0.743,21.23,9.11
G381,7/16/2012 12:16,7/16/2012,12:16,30.69,0.731,22.24,9.2
G381,7/16/2012 12:31,7/16/2012,12:31,31.25,0.74,22.09,9.26
G381,7/16/2012 12:46,7/16/2012,12:46,31.85,0.74,21.74,9.32
G381,7/16/2012 13:01,7/16/2012,1:01,32.55,0.741,21.87,9.37
G381,7/16/2012 13:16,7/16/2012,1:16,32.93,0.745,21.94,9.38
G381,7/16/2012 13:31,7/16/2012,1:31,32.56,0.751,19.08,9.4
G381,7/16/2012 13:46,7/16/2012,1:46,33.33,0.743,20.96,9.44
G381,7/16/2012 14:01,7/16/2012,2:01,33.5,0.742,20.69,9.44
G381,7/16/2012 14:16,7/16/2012,2:16,33.64,0.742,20.65,9.45
G381,7/16/2012 14:31,7/16/2012,2:31,33.58,0.746,23.76,9.57
G381,7/16/2012 14:46,7/16/2012,2:46,33.06,0.736,21.19,9.63
G381,7/16/2012 15:01,7/16/2012,3:01,32.89,0.736,20.91,9.61
G381,7/16/2012 15:16,7/16/2012,3:16,32.95,0.735,19.06,9.6
G381,7/16/2012 15:31,7/16/2012,3:31,32.84,0.737,21.02,9.65
G381,7/16/2012 15:46,7/16/2012,3:46,32.24,0.734,19.9,9.61
G381,7/16/2012 16:01,7/16/2012,4:01,31.79,0.732,18.84,9.57
G381,7/16/2012 16:16,7/16/2012,4:16,31.24,0.717,16.92,9.54
G381,7/16/2012 16:31,7/16/2012,4:31,30.98,0.714,16.31,9.53
G381,7/16/2012 16:46,7/16/2012,4:46,30.56,0.71,15.89,9.51
G381,7/16/2012 17:01,7/16/2012,5:01,30.4,0.707,15.52,9.49
G381,7/16/2012 17:16,7/16/2012,5:16,30.11,0.704,15.15,9.46
G381,7/16/2012 17:31,7/16/2012,5:31,29.74,0.699,14.74,9.43
G381,7/16/2012 17:46,7/16/2012,5:46,29.55,0.697,14.33,9.41
G381,7/16/2012 18:01,7/16/2012,6:01,29.34,0.694,13.89,9.39
G381,7/16/2012 18:16,7/16/2012,6:16,29.09,0.692,13.42,9.36
G381,7/16/2012 18:31,7/16/2012,6:31,28.83,0.689,12.84,9.33
G381,7/16/2012 18:46,7/16/2012,6:46,28.68,0.687,12.31,9.3
G381,7/16/2012 19:01,7/16/2012,7:01,28.49,0.686,11.82,9.27
G381,7/16/2012 19:16,7/16/2012,7:16,28.34,0.687,11.27,9.23
G381,7/16/2012 19:31,7/16/2012,7:31,28.21,0.687,10.86,9.2
G381,7/16/2012 19:46,7/16/2012,7:46,28.11,0.688,10.57,9.16
G381,7/16/2012 20:01,7/16/2012,8:01,28.05,0.689,10.3,9.12
G381,7/16/2012 20:16,7/16/2012,8:16,27.99,0.691,10,9.07
G381,7/16/2012 20:31,7/16/2012,8:31,27.89,0.694,9.73,9.04
G381,7/16/2012 20:46,7/16/2012,8:46,27.78,0.697,9.4,9.01
G381,7/16/2012 21:01,7/16/2012,9:01,27.7,0.698,9.08,8.97
G381,7/16/2012 21:16,7/16/2012,9:16,27.65,0.7,8.86,8.95
G381,7/16/2012 21:31,7/16/2012,9:31,27.58,0.702,8.62,8.92
G381,7/16/2012 21:46,7/16/2012,9:46,27.49,0.704,8.41,8.89
G381,7/16/2012 22:01,7/16/2012,10:01,27.45,0.705,8.16,8.86
G381,7/16/2012 22:16,7/16/2012,10:16,27.37,0.707,7.89,8.83
G381,7/16/2012 22:31,7/16/2012,10:31,27.25,0.708,7.54,8.8
G381,7/16/2012 22:46,7/16/2012,10:46,27.2,0.71,7.2,8.77
G381,7/16/2012 23:01,7/16/2012,11:01,27.13,0.711,6.86,8.75
G381,7/16/2012 23:16,7/16/2012,11:16,27.09,0.712,6.47,8.71
G381,7/16/2012 23:31,7/16/2012,11:31,27.05,0.712,6.14,8.69
G381,7/16/2012 23:46,7/16/2012,11:46,27.02,0.713,5.76,8.67
G381,7/17/2012 0:01,7/17/2012,12:01,26.94,0.715,5.48,8.64
G381,7/17/2012 0:16,7/17/2012,12:16,26.87,0.715,5.19,8.62
G381,7/17/2012 0:31,7/17/2012,12:31,26.83,0.716,4.91,8.59
G381,7/17/2012 0:46,7/17/2012,12:46,26.74,0.717,4.64,8.58
G381,7/17/2012 1:01,7/17/2012,1:01,26.67,0.717,4.3,8.54
G381,7/17/2012 1:16,7/17/2012,1:16,26.63,0.718,4.02,8.51
G381,7/17/2012 1:31,7/17/2012,1:31,26.6,0.719,3.68,8.48
G381,7/17/2012 1:46,7/17/2012,1:46,26.55,0.72,3.39,8.45
G381,7/17/2012 2:01,7/17/2012,2:01,26.54,0.721,3.21,8.43
G381,7/17/2012 2:16,7/17/2012,2:16,26.53,0.721,3.24,8.42
G381,7/17/2012 2:31,7/17/2012,2:31,26.49,0.722,3,8.39
G381,7/17/2012 2:46,7/17/2012,2:46,26.43,0.723,2.85,8.37
G381,7/17/2012 3:01,7/17/2012,3:01,26.4,0.725,2.69,8.35
G381,7/17/2012 3:16,7/17/2012,3:16,26.33,0.726,2.48,8.32
G381,7/17/2012 3:31,7/17/2012,3:31,26.28,0.728,2.39,8.3
G381,7/17/2012 3:46,7/17/2012,3:46,26.25,0.728,2.09,8.28
G381,7/17/2012 4:01,7/17/2012,4:01,26.22,0.729,2.01,8.26
G381,7/17/2012 4:16,7/17/2012,4:16,26.2,0.73,1.78,8.23
G381,7/17/2012 4:31,7/17/2012,4:31,26.16,0.731,1.58,8.21
G381,7/17/2012 4:46,7/17/2012,4:46,26.1,0.734,1.28,8.17
G381,7/17/2012 5:01,7/17/2012,5:01,26.05,0.737,1.01,8.12
G381,7/17/2012 5:16,7/17/2012,5:16,26.01,0.74,0.64,8.07
G381,7/17/2012 5:31,7/17/2012,5:31,25.96,0.743,0.61,8.04
G381,7/17/2012 5:46,7/17/2012,5:46,25.91,0.746,0.49,8
G381,7/17/2012 6:01,7/17/2012,6:01,25.84,0.749,0.4,7.99
G381,7/17/2012 6:16,7/17/2012,6:16,25.8,0.752,0.32,7.96
G381,7/17/2012 6:31,7/17/2012,6:31,25.73,0.754,0.36,7.95
G381,7/17/2012 6:46,7/17/2012,6:46,25.67,0.756,0.3,7.93
G381,7/17/2012 7:01,7/17/2012,7:01,25.63,0.758,0.28,7.92
G381,7/17/2012 7:16,7/17/2012,7:16,25.58,0.76,0.28,7.9
G381,7/17/2012 7:31,7/17/2012,7:31,25.53,0.762,0.32,7.89
G381,7/17/2012 7:46,7/17/2012,7:46,25.53,0.763,0.32,7.86
G381,7/17/2012 8:01,7/17/2012,8:01,25.51,0.764,0.48,7.86
G381,7/17/2012 8:16,7/17/2012,8:16,25.54,0.765,0.56,7.85
G381,7/17/2012 8:31,7/17/2012,8:31,25.57,0.765,0.53,7.84
G381,7/17/2012 8:46,7/17/2012,8:46,25.61,0.765,0.86,7.84
G381,7/17/2012 9:01,7/17/2012,9:01,25.68,0.764,1.43,7.88
G381,7/17/2012 9:16,7/17/2012,9:16,25.86,0.762,2.34,7.94
G381,7/17/2012 9:31,7/17/2012,9:31,26.16,0.759,3.33,8.08
G381,7/17/2012 9:46,7/17/2012,9:46,26.53,0.757,4.8,8.15
G381,7/17/2012 10:01,7/17/2012,10:01,26.92,0.755,5.93,8.35
G381,7/17/2012 10:16,7/17/2012,10:16,27.31,0.752,7.13,8.39
G381,7/17/2012 10:31,7/17/2012,10:31,27.75,0.748,8.75,8.54
G381,7/17/2012 10:46,7/17/2012,10:46,28.24,0.695,9.83,8.64
