Station,Date/Time  ,DATE,TIME,Temp ,SpCond ,DO Conc ,pH
G379,8/2/2012 23:46,8/2/2012,11:46,30.42,0.891,0.18,7.67
G379,8/3/2012 0:01,8/3/2012,12:01,30.33,0.891,0.17,7.66
G379,8/3/2012 0:16,8/3/2012,12:16,30.24,0.892,0.11,7.65
G379,8/3/2012 0:31,8/3/2012,12:31,30.14,0.893,0.12,7.64
G379,8/3/2012 0:46,8/3/2012,12:46,30.07,0.894,0.09,7.64
G379,8/3/2012 1:01,8/3/2012,1:01,30,0.894,0.08,7.63
G379,8/3/2012 1:16,8/3/2012,1:16,29.97,0.896,0.04,7.62
G379,8/3/2012 1:31,8/3/2012,1:31,29.89,0.897,0.04,7.62
G379,8/3/2012 1:46,8/3/2012,1:46,29.85,0.897,0.03,7.62
G379,8/3/2012 2:01,8/3/2012,2:01,29.8,0.897,0.04,7.61
G379,8/3/2012 2:16,8/3/2012,2:16,29.74,0.898,0,7.61
G379,8/3/2012 2:31,8/3/2012,2:31,29.63,0.899,0,7.61
G379,8/3/2012 2:46,8/3/2012,2:46,29.51,0.899,0.01,7.61
G379,8/3/2012 3:01,8/3/2012,3:01,29.41,0.9,0,7.61
G379,8/3/2012 3:16,8/3/2012,3:16,29.34,0.9,0,7.61
G379,8/3/2012 3:31,8/3/2012,3:31,29.24,0.901,0,7.61
G379,8/3/2012 3:46,8/3/2012,3:46,29.16,0.901,0,7.61
G379,8/3/2012 4:01,8/3/2012,4:01,29.05,0.902,0,7.61
G379,8/3/2012 4:16,8/3/2012,4:16,28.96,0.903,-0.01,7.6
G379,8/3/2012 4:31,8/3/2012,4:31,28.85,0.904,0.01,7.6
G379,8/3/2012 4:46,8/3/2012,4:46,28.81,0.904,-0.01,7.59
G379,8/3/2012 5:01,8/3/2012,5:01,28.7,0.905,0,7.59
G379,8/3/2012 5:16,8/3/2012,5:16,28.6,0.906,0,7.6
G379,8/3/2012 5:31,8/3/2012,5:31,28.55,0.906,-0.01,7.59
G379,8/3/2012 5:46,8/3/2012,5:46,28.48,0.906,-0.01,7.59
G379,8/3/2012 6:01,8/3/2012,6:01,28.41,0.906,-0.01,7.58
G379,8/3/2012 6:16,8/3/2012,6:16,28.37,0.907,-0.02,7.58
G379,8/3/2012 6:31,8/3/2012,6:31,28.31,0.907,-0.01,7.58
G379,8/3/2012 6:46,8/3/2012,6:46,28.27,0.907,-0.01,7.58
G379,8/3/2012 7:01,8/3/2012,7:01,28.2,0.907,-0.02,7.58
G379,8/3/2012 7:16,8/3/2012,7:16,28.17,0.907,-0.02,7.58
G379,8/3/2012 7:31,8/3/2012,7:31,28.13,0.908,0,7.59
G379,8/3/2012 7:46,8/3/2012,7:46,28.18,0.908,-0.01,7.6
G379,8/3/2012 8:01,8/3/2012,8:01,28.28,0.907,-0.01,7.61
G379,8/3/2012 8:16,8/3/2012,8:16,28.35,0.906,0.04,7.63
G379,8/3/2012 8:31,8/3/2012,8:31,28.4,0.904,0.13,7.65
G379,8/3/2012 8:46,8/3/2012,8:46,28.6,0.904,0.2,7.69
G379,8/3/2012 9:01,8/3/2012,9:01,28.86,0.901,0.27,7.73
G379,8/3/2012 9:16,8/3/2012,9:16,29.14,0.899,0.31,7.78
G379,8/3/2012 9:31,8/3/2012,9:31,29.4,0.898,0.35,7.82
G379,8/3/2012 9:46,8/3/2012,9:46,29.66,0.897,0.41,7.84
G379,8/3/2012 10:01,8/3/2012,10:01,29.97,0.895,0.45,7.89
G379,8/3/2012 10:16,8/3/2012,10:16,30.12,0.895,0.49,7.9
G379,8/3/2012 10:31,8/3/2012,10:31,30.35,0.895,0.51,7.95
G379,8/3/2012 10:46,8/3/2012,10:46,30.59,0.892,0.55,8
G379,8/3/2012 11:01,8/3/2012,11:01,30.97,0.889,0.58,8.04
G379,8/3/2012 11:16,8/3/2012,11:16,31.29,0.887,0.63,8.11
G379,8/3/2012 11:31,8/3/2012,11:31,31.63,0.883,0.74,8.17
G379,8/3/2012 11:46,8/3/2012,11:46,31.8,0.881,0.78,8.2
G379,8/3/2012 12:01,8/3/2012,12:01,31.75,0.872,0.86,8.28
G379,8/3/2012 12:16,8/3/2012,12:16,31.5,0.871,0.87,8.33
G379,8/3/2012 12:31,8/3/2012,12:31,31.08,0.876,0.8,8.26
G379,8/3/2012 12:46,8/3/2012,12:46,31.17,0.877,0.8,8.26
G379,8/3/2012 13:01,8/3/2012,1:01,31.17,0.878,0.81,8.27
G379,8/3/2012 13:16,8/3/2012,1:16,31.19,0.878,0.81,8.26
G379,8/3/2012 13:31,8/3/2012,1:31,31.08,0.878,0.79,8.26
G379,8/3/2012 13:46,8/3/2012,1:46,31.01,0.878,0.79,8.24
G379,8/3/2012 14:01,8/3/2012,2:01,30.87,0.879,0.78,8.21
G379,8/3/2012 14:16,8/3/2012,2:16,30.72,0.879,0.75,8.19
G379,8/3/2012 14:31,8/3/2012,2:31,30.68,0.878,0.74,8.16
G379,8/3/2012 14:46,8/3/2012,2:46,30.65,0.878,0.74,8.15
G379,8/3/2012 15:01,8/3/2012,3:01,30.55,0.878,0.74,8.15
G379,8/3/2012 15:16,8/3/2012,3:16,30.52,0.878,0.74,8.16
G379,8/3/2012 15:31,8/3/2012,3:31,30.51,0.877,0.74,8.17
G379,8/3/2012 15:46,8/3/2012,3:46,30.39,0.878,0.72,8.17
G379,8/3/2012 16:01,8/3/2012,4:01,30.24,0.879,0.71,8.18
G379,8/3/2012 16:16,8/3/2012,4:16,30.15,0.878,0.69,8.19
G379,8/3/2012 16:31,8/3/2012,4:31,30.05,0.877,0.69,8.18
G379,8/3/2012 16:46,8/3/2012,4:46,29.95,0.876,0.68,8.19
G379,8/3/2012 17:01,8/3/2012,5:01,29.84,0.876,0.68,8.19
G379,8/3/2012 17:16,8/3/2012,5:16,29.77,0.874,0.68,8.2
G379,8/3/2012 17:31,8/3/2012,5:31,29.67,0.873,0.67,8.21
G379,8/3/2012 17:46,8/3/2012,5:46,29.61,0.874,0.66,8.21
G379,8/3/2012 18:01,8/3/2012,6:01,29.61,0.874,0.68,8.2
G379,8/3/2012 18:16,8/3/2012,6:16,29.59,0.874,0.66,8.21
G379,8/3/2012 18:31,8/3/2012,6:31,29.59,0.875,0.66,8.22
G379,8/3/2012 18:46,8/3/2012,6:46,29.53,0.875,0.66,8.23
G379,8/3/2012 19:01,8/3/2012,7:01,29.43,0.875,0.65,8.24
G379,8/3/2012 19:16,8/3/2012,7:16,29.33,0.875,0.63,8.23
G379,8/3/2012 19:31,8/3/2012,7:31,29.22,0.876,0.62,8.22
G379,8/3/2012 19:46,8/3/2012,7:46,29.15,0.876,0.6,8.21
G379,8/3/2012 20:01,8/3/2012,8:01,29.07,0.877,0.59,8.18
G379,8/3/2012 20:16,8/3/2012,8:16,29,0.878,0.58,8.16
G379,8/3/2012 20:31,8/3/2012,8:31,28.92,0.879,0.56,8.13
G379,8/3/2012 20:46,8/3/2012,8:46,28.84,0.88,0.54,8.1
G379,8/3/2012 21:01,8/3/2012,9:01,28.78,0.881,0.52,8.07
G379,8/3/2012 21:16,8/3/2012,9:16,28.72,0.882,0.5,8.04
G379,8/3/2012 21:31,8/3/2012,9:31,28.65,0.883,0.48,8.01
G379,8/3/2012 21:46,8/3/2012,9:46,28.59,0.884,0.46,7.98
G379,8/3/2012 22:01,8/3/2012,10:01,28.54,0.885,0.43,7.95
G379,8/3/2012 22:16,8/3/2012,10:16,28.48,0.886,0.41,7.92
G379,8/3/2012 22:31,8/3/2012,10:31,28.41,0.889,0.38,7.89
G379,8/3/2012 22:46,8/3/2012,10:46,28.34,0.891,0.36,7.87
G379,8/3/2012 23:01,8/3/2012,11:01,28.29,0.893,0.33,7.84
G379,8/3/2012 23:16,8/3/2012,11:16,28.25,0.892,0.31,7.83
G379,8/3/2012 23:31,8/3/2012,11:31,28.2,0.894,0.28,7.81
G379,8/3/2012 23:46,8/3/2012,11:46,28.15,0.895,0.26,7.79
G379,8/4/2012 0:01,8/4/2012,12:01,28.1,0.896,0.26,7.77
G379,8/4/2012 0:16,8/4/2012,12:16,28.04,0.897,0.22,7.75
G379,8/4/2012 0:31,8/4/2012,12:31,27.99,0.901,0.19,7.73
G379,8/4/2012 0:46,8/4/2012,12:46,27.91,0.902,0.18,7.71
G379,8/4/2012 1:01,8/4/2012,1:01,27.85,0.903,0.15,7.7
G379,8/4/2012 1:16,8/4/2012,1:16,27.77,0.903,0.13,7.69
G379,8/4/2012 1:31,8/4/2012,1:31,27.69,0.903,0.1,7.68
G379,8/4/2012 1:46,8/4/2012,1:46,27.63,0.903,0.09,7.67
G379,8/4/2012 2:01,8/4/2012,2:01,27.58,0.903,0.08,7.66
G379,8/4/2012 2:16,8/4/2012,2:16,27.52,0.904,0.06,7.65
G379,8/4/2012 2:31,8/4/2012,2:31,27.41,0.904,0.05,7.64
G379,8/4/2012 2:46,8/4/2012,2:46,27.32,0.904,0.05,7.64
G379,8/4/2012 3:01,8/4/2012,3:01,27.26,0.904,0.04,7.64
G379,8/4/2012 3:16,8/4/2012,3:16,27.21,0.903,0.04,7.64
G379,8/4/2012 3:31,8/4/2012,3:31,27.15,0.904,0.03,7.63
G379,8/4/2012 3:46,8/4/2012,3:46,27.1,0.904,0.02,7.63
G379,8/4/2012 4:01,8/4/2012,4:01,27.03,0.904,0.02,7.62
G379,8/4/2012 4:16,8/4/2012,4:16,26.99,0.904,0.02,7.62
G379,8/4/2012 4:31,8/4/2012,4:31,26.93,0.905,0.01,7.62
G379,8/4/2012 4:46,8/4/2012,4:46,26.85,0.905,0.01,7.62
G379,8/4/2012 5:01,8/4/2012,5:01,26.79,0.905,0.01,7.62
G379,8/4/2012 5:16,8/4/2012,5:16,26.73,0.905,0,7.62
G379,8/4/2012 5:31,8/4/2012,5:31,26.68,0.905,0,7.62
G379,8/4/2012 5:46,8/4/2012,5:46,26.62,0.905,-0.01,7.62
G379,8/4/2012 6:01,8/4/2012,6:01,26.57,0.905,-0.01,7.61
G379,8/4/2012 6:16,8/4/2012,6:16,26.53,0.906,-0.02,7.61
G379,8/4/2012 6:31,8/4/2012,6:31,26.46,0.906,-0.01,7.61
G379,8/4/2012 6:46,8/4/2012,6:46,26.4,0.907,0,7.61
G379,8/4/2012 7:01,8/4/2012,7:01,26.38,0.907,0.01,7.61
G379,8/4/2012 7:16,8/4/2012,7:16,26.36,0.908,0.01,7.61
G379,8/4/2012 7:31,8/4/2012,7:31,26.39,0.908,0,7.61
G379,8/4/2012 7:46,8/4/2012,7:46,26.45,0.909,0.01,7.62
G379,8/4/2012 8:01,8/4/2012,8:01,26.53,0.909,0.02,7.63
G379,8/4/2012 8:16,8/4/2012,8:16,26.56,0.908,0.1,7.66
G379,8/4/2012 8:31,8/4/2012,8:31,26.72,0.908,0.1,7.67
G379,8/4/2012 8:46,8/4/2012,8:46,26.85,0.907,0.17,7.7
G379,8/4/2012 9:01,8/4/2012,9:01,27.05,0.906,0.21,7.76
G379,8/4/2012 9:16,8/4/2012,9:16,27.26,0.904,0.27,7.8
G379,8/4/2012 9:31,8/4/2012,9:31,27.5,0.903,0.36,7.83
G379,8/4/2012 9:46,8/4/2012,9:46,27.67,0.903,0.39,7.82
G379,8/4/2012 10:01,8/4/2012,10:01,28.01,0.902,0.39,7.9
G379,8/4/2012 10:16,8/4/2012,10:16,28.34,0.901,0.45,7.98
G379,8/4/2012 10:31,8/4/2012,10:31,28.72,0.898,0.54,8.04
G379,8/4/2012 10:46,8/4/2012,10:46,29.1,0.896,0.57,8.09
G379,8/4/2012 11:01,8/4/2012,11:01,29.47,0.894,0.59,8.16
G379,8/4/2012 11:16,8/4/2012,11:16,29.69,0.893,0.6,8.16
G379,8/4/2012 11:31,8/4/2012,11:31,29.93,0.89,0.62,8.19
G379,8/4/2012 11:46,8/4/2012,11:46,30.27,0.887,0.66,8.25
G379,8/4/2012 12:01,8/4/2012,12:01,30.53,0.885,0.72,8.26
G379,8/4/2012 12:16,8/4/2012,12:16,30.91,0.882,0.76,8.35
G379,8/4/2012 12:31,8/4/2012,12:31,31.58,0.88,0.83,8.41
G379,8/4/2012 12:46,8/4/2012,12:46,32.15,0.879,0.89,8.44
G379,8/4/2012 13:01,8/4/2012,1:01,32.49,0.879,0.98,8.46
G379,8/4/2012 13:16,8/4/2012,1:16,32.75,0.878,1.1,8.45
G379,8/4/2012 13:31,8/4/2012,1:31,33.44,0.874,1.16,8.52
G379,8/4/2012 13:46,8/4/2012,1:46,33.86,0.871,1.26,8.55
G379,8/4/2012 14:01,8/4/2012,2:01,34.25,0.866,1.28,8.57
G379,8/4/2012 14:16,8/4/2012,2:16,34.78,0.863,1.22,8.61
G379,8/4/2012 14:31,8/4/2012,2:31,35.19,0.862,1.25,8.63
G379,8/4/2012 14:46,8/4/2012,2:46,35.82,0.857,1.32,8.64
G379,8/4/2012 15:01,8/4/2012,3:01,35.84,0.856,1.41,8.66
G379,8/4/2012 15:16,8/4/2012,3:16,35.87,0.854,1.52,8.64
G379,8/4/2012 15:31,8/4/2012,3:31,35.76,0.85,1.54,8.62
G379,8/4/2012 15:46,8/4/2012,3:46,35.99,0.847,1.5,8.65
G379,8/4/2012 16:01,8/4/2012,4:01,35.27,0.851,1.52,8.59
G379,8/4/2012 16:16,8/4/2012,4:16,34.83,0.85,1.46,8.57
G379,8/4/2012 16:31,8/4/2012,4:31,34.98,0.845,1.38,8.66
G379,8/4/2012 16:46,8/4/2012,4:46,34.13,0.837,1.21,8.6
G379,8/4/2012 17:01,8/4/2012,5:01,33.78,0.833,1.05,8.53
G379,8/4/2012 17:16,8/4/2012,5:16,33.46,0.844,1,8.47
G379,8/4/2012 17:31,8/4/2012,5:31,33.21,0.845,0.96,8.44
G379,8/4/2012 17:46,8/4/2012,5:46,33.07,0.849,0.91,8.38
G379,8/4/2012 18:01,8/4/2012,6:01,32.87,0.856,0.85,8.31
G379,8/4/2012 18:16,8/4/2012,6:16,32.6,0.859,0.81,8.26
G379,8/4/2012 18:31,8/4/2012,6:31,32.39,0.862,0.8,8.19
G379,8/4/2012 18:46,8/4/2012,6:46,32.12,0.865,0.79,8.17
G379,8/4/2012 19:01,8/4/2012,7:01,31.89,0.865,0.76,8.13
G379,8/4/2012 19:16,8/4/2012,7:16,31.69,0.866,0.72,8.12
G379,8/4/2012 19:31,8/4/2012,7:31,31.57,0.864,0.67,8.09
G379,8/4/2012 19:46,8/4/2012,7:46,31.39,0.862,0.64,8.07
G379,8/4/2012 20:01,8/4/2012,8:01,31.22,0.864,0.6,8.06
G379,8/4/2012 20:16,8/4/2012,8:16,31.01,0.864,0.58,8.03
G379,8/4/2012 20:31,8/4/2012,8:31,30.86,0.865,0.54,7.99
G379,8/4/2012 20:46,8/4/2012,8:46,30.71,0.867,0.51,7.96
G379,8/4/2012 21:01,8/4/2012,9:01,30.57,0.868,0.47,7.93
G379,8/4/2012 21:16,8/4/2012,9:16,30.46,0.869,0.44,7.89
G379,8/4/2012 21:31,8/4/2012,9:31,30.33,0.871,0.4,7.87
G379,8/4/2012 21:46,8/4/2012,9:46,30.24,0.872,0.37,7.84
G379,8/4/2012 22:01,8/4/2012,10:01,30.14,0.874,0.35,7.81
G379,8/4/2012 22:16,8/4/2012,10:16,30.05,0.876,0.3,7.79
G379,8/4/2012 22:31,8/4/2012,10:31,29.98,0.879,0.26,7.77
G379,8/4/2012 22:46,8/4/2012,10:46,29.87,0.884,0.22,7.75
G379,8/4/2012 23:01,8/4/2012,11:01,29.72,0.885,0.2,7.74
G379,8/4/2012 23:16,8/4/2012,11:16,29.64,0.886,0.17,7.73
G379,8/4/2012 23:31,8/4/2012,11:31,29.55,0.887,0.15,7.71
G379,8/4/2012 23:46,8/4/2012,11:46,29.47,0.889,0.12,7.7
G379,8/5/2012 0:01,8/5/2012,12:01,29.39,0.891,0.1,7.68
G379,8/5/2012 0:16,8/5/2012,12:16,29.28,0.894,0.09,7.67
G379,8/5/2012 0:31,8/5/2012,12:31,29.19,0.895,0.05,7.66
G379,8/5/2012 0:46,8/5/2012,12:46,29.1,0.897,0.03,7.65
G379,8/5/2012 1:01,8/5/2012,1:01,29.04,0.898,0.02,7.64
G379,8/5/2012 1:16,8/5/2012,1:16,28.92,0.898,0.03,7.64
G379,8/5/2012 1:31,8/5/2012,1:31,28.81,0.898,0.04,7.63
G379,8/5/2012 1:46,8/5/2012,1:46,28.71,0.899,0.03,7.63
G379,8/5/2012 2:01,8/5/2012,2:01,28.62,0.899,0.02,7.63
G379,8/5/2012 2:16,8/5/2012,2:16,28.52,0.899,0.02,7.63
G379,8/5/2012 2:31,8/5/2012,2:31,28.43,0.899,0.01,7.63
G379,8/5/2012 2:46,8/5/2012,2:46,28.34,0.899,0.01,7.63
G379,8/5/2012 3:01,8/5/2012,3:01,28.24,0.899,0,7.63
G379,8/5/2012 3:16,8/5/2012,3:16,28.17,0.9,0,7.63
G379,8/5/2012 3:31,8/5/2012,3:31,28.08,0.899,0,7.62
G379,8/5/2012 3:46,8/5/2012,3:46,27.99,0.9,0,7.62
G379,8/5/2012 4:01,8/5/2012,4:01,27.93,0.9,0,7.62
G379,8/5/2012 4:16,8/5/2012,4:16,27.92,0.9,-0.02,7.61
G379,8/5/2012 4:31,8/5/2012,4:31,27.88,0.9,-0.01,7.61
G379,8/5/2012 4:46,8/5/2012,4:46,27.83,0.901,-0.02,7.6
G379,8/5/2012 5:01,8/5/2012,5:01,27.8,0.901,-0.03,7.6
G379,8/5/2012 5:16,8/5/2012,5:16,27.76,0.901,-0.03,7.6
G379,8/5/2012 5:31,8/5/2012,5:31,27.71,0.901,-0.03,7.6
G379,8/5/2012 5:46,8/5/2012,5:46,27.63,0.902,-0.04,7.6
G379,8/5/2012 6:01,8/5/2012,6:01,27.56,0.902,-0.03,7.6
G379,8/5/2012 6:16,8/5/2012,6:16,27.48,0.901,-0.01,7.6
G379,8/5/2012 6:31,8/5/2012,6:31,27.36,0.902,0,7.61
G379,8/5/2012 6:46,8/5/2012,6:46,27.31,0.902,0,7.61
G379,8/5/2012 7:01,8/5/2012,7:01,27.27,0.901,-0.01,7.6
G379,8/5/2012 7:16,8/5/2012,7:16,27.23,0.901,0.01,7.61
G379,8/5/2012 7:31,8/5/2012,7:31,27.23,0.902,0.01,7.61
G379,8/5/2012 7:46,8/5/2012,7:46,27.25,0.901,0.05,7.62
G379,8/5/2012 8:01,8/5/2012,8:01,27.35,0.901,0.03,7.6
G379,8/5/2012 8:16,8/5/2012,8:16,27.44,0.9,0.07,7.61
G379,8/5/2012 8:31,8/5/2012,8:31,27.46,0.898,0.12,7.63
G379,8/5/2012 8:46,8/5/2012,8:46,27.48,0.898,0.18,7.66
G379,8/5/2012 9:01,8/5/2012,9:01,27.64,0.897,0.16,7.67
G379,8/5/2012 9:16,8/5/2012,9:16,27.68,0.895,0.2,7.69
G379,8/5/2012 9:31,8/5/2012,9:31,27.77,0.895,0.23,7.72
G379,8/5/2012 9:46,8/5/2012,9:46,28.1,0.893,0.33,7.78
G379,8/5/2012 10:01,8/5/2012,10:01,28.46,0.892,0.38,7.82
G379,8/5/2012 10:16,8/5/2012,10:16,28.58,0.891,0.37,7.83
G379,8/5/2012 10:31,8/5/2012,10:31,28.25,0.857,0.48,7.97
G379,8/5/2012 10:46,8/5/2012,10:46,28.18,0.861,0.46,7.94
G379,8/5/2012 11:01,8/5/2012,11:01,28.16,0.864,0.45,7.92
G379,8/5/2012 11:16,8/5/2012,11:16,28.69,0.862,0.49,8
G379,8/5/2012 11:31,8/5/2012,11:31,29.34,0.864,0.53,8.05
G379,8/5/2012 11:46,8/5/2012,11:46,29.99,0.864,0.6,8.13
G379,8/5/2012 12:01,8/5/2012,12:01,30.6,0.862,0.66,8.19
G379,8/5/2012 12:16,8/5/2012,12:16,30.73,0.86,0.72,8.2
G379,8/5/2012 12:31,8/5/2012,12:31,30.6,0.858,0.68,8.23
G379,8/5/2012 12:46,8/5/2012,12:46,30.9,0.852,0.73,8.31
G379,8/5/2012 13:01,8/5/2012,1:01,31.17,0.851,0.75,8.33
G379,8/5/2012 13:16,8/5/2012,1:16,31.6,0.849,0.76,8.38
G379,8/5/2012 13:31,8/5/2012,1:31,31.84,0.847,0.82,8.4
G379,8/5/2012 13:46,8/5/2012,1:46,32,0.845,0.84,8.44
G379,8/5/2012 14:01,8/5/2012,2:01,32.45,0.843,0.86,8.46
G379,8/5/2012 14:16,8/5/2012,2:16,32.77,0.842,0.92,8.49
G379,8/5/2012 14:31,8/5/2012,2:31,32.97,0.84,0.94,8.5
G379,8/5/2012 14:46,8/5/2012,2:46,33.3,0.839,0.98,8.53
G379,8/5/2012 15:01,8/5/2012,3:01,33.5,0.836,1.09,8.55
G379,8/5/2012 15:16,8/5/2012,3:16,33.69,0.833,1.05,8.58
G379,8/5/2012 15:31,8/5/2012,3:31,33.75,0.83,1.06,8.6
G379,8/5/2012 15:46,8/5/2012,3:46,33.91,0.829,1.06,8.61
G379,8/5/2012 16:01,8/5/2012,4:01,34.06,0.828,1.08,8.61
G379,8/5/2012 16:16,8/5/2012,4:16,34.17,0.827,1.11,8.63
G379,8/5/2012 16:31,8/5/2012,4:31,34,0.824,1.12,8.63
G379,8/5/2012 16:46,8/5/2012,4:46,33.93,0.821,1.15,8.64
G379,8/5/2012 17:01,8/5/2012,5:01,33.67,0.82,1.13,8.62
G379,8/5/2012 17:16,8/5/2012,5:16,33.38,0.821,1.09,8.59
G379,8/5/2012 17:31,8/5/2012,5:31,33.24,0.823,1.06,8.52
G379,8/5/2012 17:46,8/5/2012,5:46,33.13,0.826,1.04,8.48
G379,8/5/2012 18:01,8/5/2012,6:01,33.04,0.828,1.01,8.42
G379,8/5/2012 18:16,8/5/2012,6:16,32.9,0.829,0.96,8.41
G379,8/5/2012 18:31,8/5/2012,6:31,32.77,0.831,0.93,8.39
G379,8/5/2012 18:46,8/5/2012,6:46,32.63,0.832,0.91,8.37
G379,8/5/2012 19:01,8/5/2012,7:01,32.47,0.833,0.87,8.35
G379,8/5/2012 19:16,8/5/2012,7:16,32.27,0.84,0.84,8.33
G379,8/5/2012 19:31,8/5/2012,7:31,32.04,0.843,0.79,8.31
G379,8/5/2012 19:46,8/5/2012,7:46,31.85,0.844,0.76,8.29
G379,8/5/2012 20:01,8/5/2012,8:01,31.68,0.847,0.73,8.26
G379,8/5/2012 20:16,8/5/2012,8:16,31.55,0.851,0.7,8.22
G379,8/5/2012 20:31,8/5/2012,8:31,31.47,0.855,0.67,8.17
G379,8/5/2012 20:46,8/5/2012,8:46,31.28,0.858,0.63,8.13
G379,8/5/2012 21:01,8/5/2012,9:01,31.2,0.862,0.6,8.09
G379,8/5/2012 21:16,8/5/2012,9:16,31.08,0.865,0.55,8.05
G379,8/5/2012 21:31,8/5/2012,9:31,30.94,0.867,0.53,8.01
G379,8/5/2012 21:46,8/5/2012,9:46,30.79,0.87,0.48,7.97
G379,8/5/2012 22:01,8/5/2012,10:01,30.6,0.871,0.47,7.95
G379,8/5/2012 22:16,8/5/2012,10:16,30.55,0.872,0.43,7.92
G379,8/5/2012 22:31,8/5/2012,10:31,30.43,0.875,0.4,7.89
G379,8/5/2012 22:46,8/5/2012,10:46,30.35,0.876,0.37,7.87
G379,8/5/2012 23:01,8/5/2012,11:01,30.25,0.877,0.34,7.84
G379,8/5/2012 23:16,8/5/2012,11:16,30.14,0.878,0.32,7.83
G379,8/5/2012 23:31,8/5/2012,11:31,30.08,0.879,0.29,7.8
G379,8/5/2012 23:46,8/5/2012,11:46,29.93,0.882,0.26,7.79
G379,8/6/2012 0:01,8/6/2012,12:01,29.81,0.882,0.25,7.78
G379,8/6/2012 0:16,8/6/2012,12:16,29.74,0.883,0.23,7.76
G379,8/6/2012 0:31,8/6/2012,12:31,29.69,0.884,0.21,7.74
G379,8/6/2012 0:46,8/6/2012,12:46,29.58,0.886,0.2,7.72
G379,8/6/2012 1:01,8/6/2012,1:01,29.46,0.886,0.18,7.71
G379,8/6/2012 1:16,8/6/2012,1:16,29.42,0.887,0.14,7.69
G379,8/6/2012 1:31,8/6/2012,1:31,29.21,0.888,0.15,7.69
G379,8/6/2012 1:46,8/6/2012,1:46,29.2,0.888,0.12,7.68
G379,8/6/2012 2:01,8/6/2012,2:01,29.14,0.889,0.09,7.67
G379,8/6/2012 2:16,8/6/2012,2:16,29.11,0.889,0.07,7.66
G379,8/6/2012 2:31,8/6/2012,2:31,28.99,0.89,0.07,7.65
G379,8/6/2012 2:46,8/6/2012,2:46,28.88,0.89,0.06,7.64
G379,8/6/2012 3:01,8/6/2012,3:01,28.81,0.89,0.07,7.65
G379,8/6/2012 3:16,8/6/2012,3:16,28.83,0.89,0.04,7.64
G379,8/6/2012 3:31,8/6/2012,3:31,28.81,0.89,0.01,7.63
G379,8/6/2012 3:46,8/6/2012,3:46,28.76,0.891,0.02,7.62
G379,8/6/2012 4:01,8/6/2012,4:01,28.72,0.891,0.01,7.62
G379,8/6/2012 4:16,8/6/2012,4:16,28.65,0.891,0.01,7.62
G379,8/6/2012 4:31,8/6/2012,4:31,28.58,0.891,0,7.61
G379,8/6/2012 4:46,8/6/2012,4:46,28.51,0.891,-0.01,7.6
G379,8/6/2012 5:01,8/6/2012,5:01,28.43,0.891,-0.02,7.6
G379,8/6/2012 5:16,8/6/2012,5:16,28.36,0.891,-0.02,7.6
G379,8/6/2012 5:31,8/6/2012,5:31,28.28,0.891,-0.03,7.59
G379,8/6/2012 5:46,8/6/2012,5:46,28.23,0.891,-0.03,7.59
G379,8/6/2012 6:01,8/6/2012,6:01,28.16,0.891,-0.02,7.59
G379,8/6/2012 6:16,8/6/2012,6:16,28.1,0.891,-0.03,7.59
G379,8/6/2012 6:31,8/6/2012,6:31,27.96,0.89,-0.02,7.59
G379,8/6/2012 6:46,8/6/2012,6:46,27.89,0.891,0,7.59
G379,8/6/2012 7:01,8/6/2012,7:01,27.83,0.89,-0.02,7.58
G379,8/6/2012 7:16,8/6/2012,7:16,27.8,0.89,-0.01,7.57
G379,8/6/2012 7:31,8/6/2012,7:31,27.76,0.889,0,7.57
G379,8/6/2012 7:46,8/6/2012,7:46,27.71,0.889,0.01,7.58
G379,8/6/2012 8:01,8/6/2012,8:01,27.66,0.888,0.01,7.57
G379,8/6/2012 8:16,8/6/2012,8:16,27.61,0.887,0.02,7.57
G379,8/6/2012 8:31,8/6/2012,8:31,27.56,0.885,0.05,7.58
G379,8/6/2012 8:46,8/6/2012,8:46,27.51,0.884,0.07,7.58
G379,8/6/2012 9:01,8/6/2012,9:01,27.5,0.883,0.08,7.59
G379,8/6/2012 9:16,8/6/2012,9:16,27.49,0.883,0.11,7.61
G379,8/6/2012 9:31,8/6/2012,9:31,27.45,0.883,0.14,7.62
G379,8/6/2012 9:46,8/6/2012,9:46,27.45,0.882,0.17,7.64
G379,8/6/2012 10:01,8/6/2012,10:01,27.46,0.882,0.18,7.65
G379,8/6/2012 10:16,8/6/2012,10:16,27.49,0.881,0.21,7.66
G379,8/6/2012 10:31,8/6/2012,10:31,27.54,0.881,0.22,7.69
G379,8/6/2012 10:46,8/6/2012,10:46,27.62,0.88,0.28,7.71
G379,8/6/2012 11:01,8/6/2012,11:01,27.76,0.879,0.32,7.76
G379,8/6/2012 11:16,8/6/2012,11:16,27.91,0.878,0.39,7.79
G379,8/6/2012 11:31,8/6/2012,11:31,28.04,0.877,0.43,7.89
G379,8/6/2012 11:46,8/6/2012,11:46,28.11,0.875,0.5,7.93
G379,8/6/2012 12:01,8/6/2012,12:01,28.2,0.872,0.54,7.98
G379,8/6/2012 12:16,8/6/2012,12:16,28.33,0.872,0.56,8.01
G379,8/13/2012 15:01,8/13/2012,3:01,33.56,0.707,15.67,8.52
G379,8/13/2012 15:16,8/13/2012,3:16,33.69,0.704,15.55,8.51
