"Station","Date","TRP","TPO4","Month","Day","Time","Year","Hour","Minute","Flowway","Flowpath Region","RANK","TRP Rank","PERCENT_RANK","Scaled_Value","24_hour_mean","TRP Daily Mean","Diff_24_hour_mean","TRP Diff from daily mean","Percent difference from daily mean"
"G381",2012-07-10,1,17,"Jul",10,22.05,2012,22,3,"STA-3/4 Western","Outflow",7,6,0.875,0.894736842105263,16.125,1.375,0.875,-0.375,5.42635658914729
"G381",2012-07-11,1,13,"Jul",11,1.05,2012,1,3,"STA-3/4 Western","Outflow",2,1,0.375,0.8125,14.125,1,-1.125,0,-7.9646017699115
"G381",2012-07-11,1,12,"Jul",11,4.05,2012,4,3,"STA-3/4 Western","Outflow",1,2,0.125,0.75,14.125,1,-2.125,0,-15.0442477876106
"G381",2012-07-11,1,14,"Jul",11,7.05,2012,7,3,"STA-3/4 Western","Outflow",4,3,0.625,0.875,14.125,1,-0.125,0,-0.884955752212389
"G381",2012-07-11,1,13,"Jul",11,10.05,2012,10,3,"STA-3/4 Western","Outflow",3,4,0.375,0.8125,14.125,1,-1.125,0,-7.9646017699115
"G381",2012-07-11,1,14,"Jul",11,13.05,2012,13,3,"STA-3/4 Western","Outflow",5,5,0.625,0.875,14.125,1,-0.125,0,-0.884955752212389
"G381",2012-07-11,1,16,"Jul",11,16.05,2012,16,3,"STA-3/4 Western","Outflow",7,6,1,1,14.125,1,1.875,0,13.2743362831858
"G381",2012-07-11,1,16,"Jul",11,19.05,2012,19,3,"STA-3/4 Western","Outflow",8,7,1,1,14.125,1,1.875,0,13.2743362831858
"G381",2012-07-11,1,15,"Jul",11,22.05,2012,22,3,"STA-3/4 Western","Outflow",6,8,0.75,0.9375,14.125,1,0.875,0,6.19469026548673
"G381",2012-07-12,1,14,"Jul",12,1.05,2012,1,3,"STA-3/4 Western","Outflow",3,1,0.5,0.823529411764706,14.5,1.25,-0.5,-0.25,-3.44827586206897
"G381",2012-07-12,1,14,"Jul",12,4.05,2012,4,3,"STA-3/4 Western","Outflow",4,2,0.5,0.823529411764706,14.5,1.25,-0.5,-0.25,-3.44827586206897
"G381",2012-07-12,1,13,"Jul",12,7.05,2012,7,3,"STA-3/4 Western","Outflow",2,3,0.25,0.764705882352941,14.5,1.25,-1.5,-0.25,-10.3448275862069
"G381",2012-07-12,1,12,"Jul",12,10.05,2012,10,3,"STA-3/4 Western","Outflow",1,4,0.125,0.705882352941177,14.5,1.25,-2.5,-0.25,-17.2413793103448
"G381",2012-07-12,1,15,"Jul",12,13.05,2012,13,3,"STA-3/4 Western","Outflow",5,5,0.75,0.882352941176471,14.5,1.25,0.5,-0.25,3.44827586206897
"G381",2012-07-12,3,16,"Jul",12,16.05,2012,16,3,"STA-3/4 Western","Outflow",7,8,0.875,0.941176470588235,14.5,1.25,1.5,1.75,10.3448275862069
"G381",2012-07-12,1,17,"Jul",12,19.05,2012,19,3,"STA-3/4 Western","Outflow",8,6,1,1,14.5,1.25,2.5,-0.25,17.2413793103448
"G381",2012-07-12,1,15,"Jul",12,22.05,2012,22,3,"STA-3/4 Western","Outflow",6,7,0.75,0.882352941176471,14.5,1.25,0.5,-0.25,3.44827586206897
"G381",2012-07-13,1,17,"Jul",13,1.05,2012,1,3,"STA-3/4 Western","Outflow",7,1,0.875,0.944444444444444,15.125,1.125,1.875,-0.125,12.396694214876
"G381",2012-07-13,1,13,"Jul",13,4.05,2012,4,3,"STA-3/4 Western","Outflow",1,2,0.125,0.722222222222222,15.125,1.125,-2.125,-0.125,-14.0495867768595
"G381",2012-07-13,2,14,"Jul",13,7.05,2012,7,3,"STA-3/4 Western","Outflow",2,8,0.5,0.777777777777778,15.125,1.125,-1.125,0.875,-7.43801652892562
"G381",2012-07-13,1,14,"Jul",13,10.05,2012,10,3,"STA-3/4 Western","Outflow",3,3,0.5,0.777777777777778,15.125,1.125,-1.125,-0.125,-7.43801652892562
