"Station","Date","TRP","TPO4","Month","Day","Time","Year","Hour","Minute","Flowway","Flowpath Region","RANK","TRP Rank","PERCENT_RANK","Scaled_Value","24_hour_mean","TRP Daily Mean","Diff_24_hour_mean","TRP Diff from daily mean","Percent difference from daily mean"
"G334",2013-10-07,1,29,"Oct",7,9.73333333333333,2013,9,44,"STA-2 Central","Outflow",12,6,0.684210526315789,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-07,1,32,"Oct",7,10.7333333333333,2013,10,44,"STA-2 Central","Outflow",16,7,0.894736842105263,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-07,2,NA,"Oct",7,12.7333333333333,2013,12,44,"STA-2 Central","Outflow",NA,16,NA,NA,NA,1.72727272727273,NA,0.272727272727273,NA
"G334",2013-10-07,3,35,"Oct",7,13.7333333333333,2013,13,44,"STA-2 Central","Outflow",18,19,1,NA,NA,1.72727272727273,NA,1.27272727272727,NA
"G334",2013-10-07,4,NA,"Oct",7,14.7333333333333,2013,14,44,"STA-2 Central","Outflow",NA,22,NA,NA,NA,1.72727272727273,NA,2.27272727272727,NA
"G334",2013-10-07,2,NA,"Oct",7,15.7333333333333,2013,15,44,"STA-2 Central","Outflow",NA,17,NA,NA,NA,1.72727272727273,NA,0.272727272727273,NA
"G334",2013-10-07,1,35,"Oct",7,16.7333333333333,2013,16,44,"STA-2 Central","Outflow",19,8,1,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-07,1,32,"Oct",7,17.7333333333333,2013,17,44,"STA-2 Central","Outflow",17,9,0.894736842105263,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-07,1,31,"Oct",7,18.7333333333333,2013,18,44,"STA-2 Central","Outflow",15,10,0.789473684210526,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-07,1,30,"Oct",7,19.7333333333333,2013,19,44,"STA-2 Central","Outflow",14,11,0.736842105263158,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-07,1,27,"Oct",7,20.7333333333333,2013,20,44,"STA-2 Central","Outflow",11,12,0.578947368421053,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-07,2,29,"Oct",7,21.7333333333333,2013,21,44,"STA-2 Central","Outflow",13,18,0.684210526315789,NA,NA,1.72727272727273,NA,0.272727272727273,NA
"G334",2013-10-07,1,25,"Oct",7,22.7333333333333,2013,22,44,"STA-2 Central","Outflow",5,13,0.263157894736842,NA,NA,1.72727272727273,NA,-0.727272727272727,NA
"G334",2013-10-08,2,30,"Oct",8,0.733333333333333,2013,0,44,"STA-2 Central","Outflow",13,8,0.681818181818182,0.882352941176471,28.8636363636364,2.18181818181818,1.13636363636364,-0.181818181818182,3.93700787401575
"G334",2013-10-08,4,29,"Oct",8,1.73333333333333,2013,1,44,"STA-2 Central","Outflow",11,20,0.545454545454545,0.852941176470588,28.8636363636364,2.18181818181818,0.136363636363637,1.81818181818182,0.472440944881891
"G334",2013-10-08,3,28,"Oct",8,2.73333333333333,2013,2,44,"STA-2 Central","Outflow",7,16,0.454545454545455,0.823529411764706,28.8636363636364,2.18181818181818,-0.863636363636363,0.818181818181818,-2.99212598425197
"G334",2013-10-08,3,26,"Oct",8,3.73333333333333,2013,3,44,"STA-2 Central","Outflow",4,17,0.227272727272727,0.764705882352941,28.8636363636364,2.18181818181818,-2.86363636363636,0.818181818181818,-9.92125984251968
"G334",2013-10-08,2,27,"Oct",8,4.73333333333333,2013,4,44,"STA-2 Central","Outflow",6,9,0.272727272727273,0.794117647058823,28.8636363636364,2.18181818181818,-1.86363636363636,-0.181818181818182,-6.45669291338583
"G334",2013-10-08,3,28,"Oct",8,5.73333333333333,2013,5,44,"STA-2 Central","Outflow",8,18,0.454545454545455,0.823529411764706,28.8636363636364,2.18181818181818,-0.863636363636363,0.818181818181818,-2.99212598425197
"G334",2013-10-08,2,28,"Oct",8,6.73333333333333,2013,6,44,"STA-2 Central","Outflow",9,10,0.454545454545455,0.823529411764706,28.8636363636364,2.18181818181818,-0.863636363636363,-0.181818181818182,-2.99212598425197
"G334",2013-10-08,2,31,"Oct",8,7.73333333333333,2013,7,44,"STA-2 Central","Outflow",16,11,0.818181818181818,0.911764705882353,28.8636363636364,2.18181818181818,2.13636363636364,-0.181818181818182,7.40157480314961
"G334",2013-10-08,4,32,"Oct",8,8.73333333333333,2013,8,44,"STA-2 Central","Outflow",19,21,0.954545454545455,0.941176470588235,28.8636363636364,2.18181818181818,3.13636363636364,1.81818181818182,10.8661417322835
"G334",2013-10-08,1,32,"Oct",8,9.73333333333333,2013,9,44,"STA-2 Central","Outflow",20,1,0.954545454545455,0.941176470588235,28.8636363636364,2.18181818181818,3.13636363636364,-1.18181818181818,10.8661417322835
"G334",2013-10-08,2,34,"Oct",8,10.7333333333333,2013,10,44,"STA-2 Central","Outflow",22,12,1,1,28.8636363636364,2.18181818181818,5.13636363636364,-0.181818181818182,17.7952755905512
"G334",2013-10-08,5,32,"Oct",8,12.7333333333333,2013,12,44,"STA-2 Central","Outflow",21,22,0.954545454545455,0.941176470588235,28.8636363636364,2.18181818181818,3.13636363636364,2.81818181818182,10.8661417322835
"G334",2013-10-08,2,30,"Oct",8,13.7333333333333,2013,13,44,"STA-2 Central","Outflow",14,13,0.681818181818182,0.882352941176471,28.8636363636364,2.18181818181818,1.13636363636364,-0.181818181818182,3.93700787401575
"G334",2013-10-08,3,31,"Oct",8,14.7333333333333,2013,14,44,"STA-2 Central","Outflow",17,19,0.818181818181818,0.911764705882353,28.8636363636364,2.18181818181818,2.13636363636364,0.818181818181818,7.40157480314961
"G334",2013-10-08,2,31,"Oct",8,15.7333333333333,2013,15,44,"STA-2 Central","Outflow",18,14,0.818181818181818,0.911764705882353,28.8636363636364,2.18181818181818,2.13636363636364,-0.181818181818182,7.40157480314961
"G334",2013-10-08,1,30,"Oct",8,16.7333333333333,2013,16,44,"STA-2 Central","Outflow",15,2,0.681818181818182,0.882352941176471,28.8636363636364,2.18181818181818,1.13636363636364,-1.18181818181818,3.93700787401575
"G334",2013-10-08,1,29,"Oct",8,17.7333333333333,2013,17,44,"STA-2 Central","Outflow",12,3,0.545454545454545,0.852941176470588,28.8636363636364,2.18181818181818,0.136363636363637,-1.18181818181818,0.472440944881891
